"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","WEEK","BATCH","prolific_id","week","batch","realtime","success","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","eventType","view_history","slider_start","which_type","canvas_config","goals_layout","control_level","trial_number","tutorial_trial_number","trial_start_time","phase1_start_time","phase2_start_time","phase3_start_time","goal_1_value","goal_1_distance","goal_2_value","goal_2_distance","goal_selected","outcome","outcome_total","participant_final_score","participant_initial_score","participant_final_score_prop","goal_choice_rt","allocated_time","allocated_time_remaining","goal_direction","counts","mouse_movements","key_presses"
"2623","","<div style=""width:500px;"">
  <p>What determined the result of this run?</p>
  </div>","68","html-slider-response","10","108484","0.0-5.0-1.0","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:13:24.544Z","","","","","","","","","","","AttribQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2192","","<div style=""width:500px;"">
  <p>How much control did you have over the ball?</p>
  </div>","84","html-slider-response","11","110683","0.0-5.0-2.0","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:13:26.742Z","","","","","","","","","","","ControlQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2432","","<div style=""width:500px;"">
  <p>How would you describe your current emotional state?</p>
  </div>","16","html-slider-response","12","113120","0.0-5.0-3.0","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:13:29.179Z","","","","","","","","","","","StressQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2561","","<div style=""width:500px;"">
  <p>What best describes how you currently feel?</p>
  </div>","80","html-slider-response","13","115685","0.0-5.0-4.0","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:13:31.744Z","","","","","","","","","","","MotivationQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","ctl-task-cpt","14","154335","0.0-5.0-0.1","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:14:10.394Z","","","","","","","","","","","","","","win-only","3","g1:SW,g2:NE","0.9","2","0","116664","1754","6782","35644","1","4","4","6","2","4","4","12","8","0.09090909090909091","1094","3000","1995","[""up"",""right""]","{""num_key_presses"":6,""num_perfect"":6,""num_errors"":0,""num_randdir"":0,""num_randdir_good_moves"":0,""num_whilered"":0,""num_whileblue"":0,""num_blue"":3,""num_good_moves"":6}","[298.22857753208706,295.92857448032925,1,298.22857753208706,295.92857448032925,102,298.22857753208706,295.92857448032925,209,298.22857753208706,295.92857448032925,318,298.22857753208706,295.92857448032925,443,298.22857753208706,295.92857448032925,544,555.228577532087,82.92857448032925,657,565.228577532087,77.92857448032925,758,568.228577532087,76.92857448032925,873,568.228577532087,75.92857448032925,974,568.228577532087,75.92857448032925,1074,568.228577532087,75.92857448032925,1175,568.228577532087,75.92857448032925,1293,568.228577532087,75.92857448032925,1394,568.228577532087,75.92857448032925,1500,749.228577532087,77.92857448032925,1601,767.228577532087,79.92857448032925,1702,767.228577532087,79.92857448032925,1802,767.228577532087,79.92857448032925,1902,767.228577532087,79.92857448032925,2003,767.228577532087,79.92857448032925,2103,767.228577532087,79.92857448032925,2204,767.228577532087,79.92857448032925,2310,767.228577532087,79.92857448032925,2410,767.228577532087,79.92857448032925,2518,767.228577532087,79.92857448032925,2618,767.228577532087,79.92857448032925,2718,767.228577532087,79.92857448032925,2818,767.228577532087,79.92857448032925,2919,767.228577532087,79.92857448032925,3035,767.228577532087,79.92857448032925,3161,767.228577532087,79.92857448032925,3277,767.228577532087,79.92857448032925,3378,767.228577532087,79.92857448032925,3482,767.228577532087,79.92857448032925,3586,767.228577532087,79.92857448032925,3699,767.228577532087,79.92857448032925,3800,767.228577532087,79.92857448032925,3900,767.228577532087,79.92857448032925,4000,767.228577532087,79.92857448032925,4100,767.228577532087,79.92857448032925,4200,767.228577532087,79.92857448032925,4310,767.228577532087,79.92857448032925,4420,767.228577532087,79.92857448032925,4520,767.228577532087,79.92857448032925,4620,767.228577532087,79.92857448032925,4724,767.228577532087,79.92857448032925,4827,767.228577532087,79.92857448032925,4927]","[4739,4739,2165.6,2033,540.4,""smooth"",""up"",""up"",""good_move"",15065,10326,2553.6,12015,496.4,""smooth"",""up"",""up"",""good_move"",18607,3542,3015.8,15066,526.2,""smooth"",""right"",""right"",""good_move"",22286,3678,3169.4,18608,508.6,""smooth"",""right"",""right"",""good_move"",25501,3215,2584.3,22286,630.7,""smooth"",""up"",""up"",""good_move"",28557,3055,2649.4,25502,405.6,""smooth"",""right"",""right"",""good_move""]"
"2168","","<div style=""width:500px;"">
  <p>What determined the result of this run?</p>
  </div>","77","html-slider-response","15","156505","0.0-5.0-1.1","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:14:12.564Z","","","","","","","","","","","AttribQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2123","","<div style=""width:500px;"">
  <p>How much control did you have over the ball?</p>
  </div>","91","html-slider-response","16","158632","0.0-5.0-2.1","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:14:14.691Z","","","","","","","","","","","ControlQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2780","","<div style=""width:500px;"">
  <p>How would you describe your current emotional state?</p>
  </div>","5","html-slider-response","17","161415","0.0-5.0-3.1","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:14:17.475Z","","","","","","","","","","","StressQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2657","","<div style=""width:500px;"">
  <p>What best describes how you currently feel?</p>
  </div>","77","html-slider-response","18","164076","0.0-5.0-4.1","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:14:20.136Z","","","","","","","","","","","MotivationQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","ctl-task-cpt","19","184359","0.0-5.0-0.2","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:14:40.418Z","","","","","","","","","","","","","","win-only","1","g1:NE,g2:SW","0.8","3","0","165057","858","5866","17277","1","4","4","6","1","1","1","13","12","0.09848484848484848","1342","3000","2160","[""up"",""right""]","{""num_key_presses"":4,""num_perfect"":4,""num_errors"":0,""num_randdir"":0,""num_randdir_good_moves"":0,""num_whilered"":0,""num_whileblue"":0,""num_blue"":0,""num_good_moves"":4}","[299.22857753208706,297.92857448032925,0,299.22857753208706,297.92857448032925,103,299.22857753208706,297.92857448032925,211,299.22857753208706,297.92857448032925,311,299.22857753208706,297.92857448032925,419,299.22857753208706,297.92857448032925,519,299.22857753208706,297.92857448032925,620,299.22857753208706,297.92857448032925,736,475.22857753208706,102.92857448032925,838,530.228577532087,53.92857448032924,952,530.228577532087,53.92857448032924,1052,530.228577532087,53.92857448032924,1168,530.228577532087,53.92857448032924,1269,530.228577532087,53.92857448032924,1378,530.228577532087,53.92857448032924,1478,530.228577532087,53.92857448032924,1580,530.228577532087,53.92857448032924,1695,530.228577532087,53.92857448032924,1799,659.228577532087,67.92857448032925,1900,669.228577532087,68.92857448032925,2001,669.228577532087,68.92857448032925,2101,669.228577532087,68.92857448032925,2212,669.228577532087,68.92857448032925,2315,669.228577532087,68.92857448032925,2430,669.228577532087,68.92857448032925,2545,669.228577532087,68.92857448032925,2647,669.228577532087,68.92857448032925,2747,669.228577532087,68.92857448032925,2859,669.228577532087,68.92857448032925,2978,669.228577532087,68.92857448032925,3092,669.228577532087,68.92857448032925,3194,669.228577532087,68.92857448032925,3294,669.228577532087,68.92857448032925,3394,669.228577532087,68.92857448032925,3494,669.228577532087,68.92857448032925,3594,669.228577532087,68.92857448032925,3709,669.228577532087,68.92857448032925,3811,669.228577532087,68.92857448032925,3911,669.228577532087,68.92857448032925,4011,669.228577532087,68.92857448032925,4126,669.228577532087,68.92857448032925,4228,669.228577532087,68.92857448032925,4333,669.228577532087,68.92857448032925,4433,669.228577532087,68.92857448032925,4535,669.228577532087,68.92857448032925,4638,669.228577532087,68.92857448032925,4751,669.228577532087,68.92857448032925,4851,669.228577532087,68.92857448032925,4952]","[1821,1821,1000,0,821,""smooth"",""up"",""up"",""good_move"",5044,3222,2012,1822,1210,""smooth"",""up"",""up"",""good_move"",8441,3395,2426.4,5046,968.6,""smooth"",""right"",""right"",""good_move"",11087,2646,2178.4,8441,467.6,""smooth"",""right"",""right"",""good_move""]"
"1727","","<div style=""width:500px;"">
  <p>What determined the result of this run?</p>
  </div>","72","html-slider-response","20","186089","0.0-5.0-1.2","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:14:42.148Z","","","","","","","","","","","AttribQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1914","","<div style=""width:500px;"">
  <p>How much control did you have over the ball?</p>
  </div>","92","html-slider-response","21","188006","0.0-5.0-2.2","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:14:44.065Z","","","","","","","","","","","ControlQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2305","","<div style=""width:500px;"">
  <p>How would you describe your current emotional state?</p>
  </div>","18","html-slider-response","22","190314","0.0-5.0-3.2","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:14:46.373Z","","","","","","","","","","","StressQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3900","","<div style=""width:500px;"">
  <p>What best describes how you currently feel?</p>
  </div>","80","html-slider-response","23","194216","0.0-5.0-4.2","300","1","2025-07-30 22:49:28","1f75c3e559b7213887762d5229550c2b","89.70.241.158","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0","","Firefox","141.0","Windows","10.0","https://app.prolific.com/","pl,en-US;q=0.7,en;q=0.3","5f0214e58782120a8c970fd6","6877631c9844ddd5501205fc","688aa1671e723b8981852a89","3","1","5f0214e58782120a8c970fd6","3","1","2025-07-30T23:14:50.275Z","","","","","","","","","","","MotivationQ","","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
